# Frostfuscator Mapping File
# Generated at 2026-07-20T15:10:39.862313800

# Class Mappings
    com/acme/frostfixture/MbaCases.T2lmghynmbF5()Ljava/lang/String; -> uf
    com/acme/frostfixture/n.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> awk
    com/acme/frostfixture/PluginEntrypoint.lg41TaGPVsNJ6E()Ljava/lang/String; -> yd
    com/acme/frostfixture/PluginEntrypoint.VzY2jJFQl9FS()Ljava/lang/String; -> yt
    com/acme/frostfixture/PluginEntrypoint.wesSfzEKz23fNl()Ljava/lang/String; -> zg
    com/acme/frostfixture/ResourceUser.b8J8PKlqIllAy()Ljava/lang/String; -> aft
    com/acme/frostfixture/LambdaUser.X2XfIhOs3V9bALp()Ljava/lang/String; -> pl
    com/acme/frostfixture/FixtureApp.RjJvqOVftK()Ljava/lang/String; -> hn
    com/acme/frostfixture/ServiceImpl.Kj95kv16OxVc()Ljava/lang/String; -> aik
    com/acme/frostfixture/AnnotatedEndpoint.An1KK8DKnyoVan()Ljava/lang/String; -> au
    com/acme/frostfixture/PluginEntrypoint.x7rRcjA3ISi8gP()Ljava/lang/String; -> aas
    com/acme/frostfixture/e.saveCache(Ljava/lang/String;)Ljava/lang/String; -> arb
    com/acme/frostfixture/ResourceUser.tOz9u4XxV()Ljava/lang/String; -> ahi
    com/acme/frostfixture/ApiHidingCases.pdy8nKVSuSKS()Ljava/lang/String; -> cr
    com/acme/frostfixture/TracePrinter.Z9gKSrxdh()Ljava/lang/String; -> amq
    com/acme/frostfixture/c.mergeOptions(J)J -> apz
    com/acme/frostfixture/j.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> auq
    com/acme/frostfixture/PluginEntrypoint.Fe1C12QLWBcKB()Ljava/lang/String; -> aap
    com/acme/frostfixture/ResourceUser.ZDllwJDoGOv()Ljava/lang/String; -> aht
    com/acme/frostfixture/r.formatStatus([I)I -> axx
    com/acme/frostfixture/ApiHidingCases.CMtLYD71LcTVc()Ljava/lang/String; -> eh
    com/acme/frostfixture/NativeBridge.GVJJUXoFN1bV2ZS()Ljava/lang/String; -> xv
    com/acme/frostfixture/FixtureApp.uoKKWYtzhng()Ljava/lang/String; -> il
    com/acme/frostfixture/NativeBridge.Bw7MGEsnY2M()Ljava/lang/String; -> xp
    com/acme/frostfixture/h.normalizeName(Ljava/util/Collection;)I -> ati
    com/acme/frostfixture/ResourceUser.MKl4ly5olH7tA()Ljava/lang/String; -> ahu
    com/acme/frostfixture/FixtureApp.run([Ljava/lang/String;)Ljava/lang/String; -> fn
    com/acme/frostfixture/FixtureApp.XbslX3wAfNc4()Ljava/lang/String; -> ih
    com/acme/frostfixture/FlowCases.D40mtKxEQrFaIEp()Ljava/lang/String; -> ly
    com/acme/frostfixture/w.applyDefaults(J)J -> bav
    com/acme/frostfixture/PluginEntrypoint.UtVNpdDDZ()Ljava/lang/String; -> zh
    com/acme/frostfixture/t.loadCache(I)I -> aza
    com/acme/frostfixture/j.buildLookupKey([I)I -> auv
    com/acme/frostfixture/NativeBridge.Kw1uqUJb8H()Ljava/lang/String; -> ve
    com/acme/frostfixture/LambdaUser.vhgWlUhSrpu0t()Ljava/lang/String; -> px
    com/acme/frostfixture/NativeBridge.kHKnfy0KHF()Ljava/lang/String; -> xa
    com/acme/frostfixture/FlowCases.OC7tbpEEgpbqr()Ljava/lang/String; -> ls
    com/acme/frostfixture/ResourceUser.mkA77EGd7o()Ljava/lang/String; -> afd
    com/acme/frostfixture/h.saveCache(Ljava/lang/String;)Ljava/lang/String; -> asy
    com/acme/frostfixture/x.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> bbi
    com/acme/frostfixture/i.buildLookupKey([I)I -> auf
    com/acme/frostfixture/r.loadCache(I)I -> axr
    com/acme/frostfixture/MbaCases.plifJNADzz92()Ljava/lang/String; -> tt
    com/acme/frostfixture/s.compactCache(Ljava/util/Map;)Ljava/util/Map; -> ayz
    com/acme/frostfixture/u.saveCache(Ljava/lang/String;)Ljava/lang/String; -> azl
    com/acme/frostfixture/NativeBridge.uhVD0Yqhf6pp5P()Ljava/lang/String; -> vv
    com/acme/frostfixture/ReflectionTarget.JzJzpNsLx7XGgf()Ljava/lang/String; -> acp
    com/acme/frostfixture/NativeBridge.vUy6lqi4TVcdK()Ljava/lang/String; -> wf
    com/acme/frostfixture/FlowCases.j6kzjsxmvR()Ljava/lang/String; -> ku
    com/acme/frostfixture/GenericBox.pZEf81xIZsLa4t2()Ljava/lang/String; -> ng
    com/acme/frostfixture/AnnotatedEndpoint.Ukc25KJf4a1oiO()Ljava/lang/String; -> ap
    com/acme/frostfixture/ServiceImpl.LBgR0weA8teSOnN()Ljava/lang/String; -> ajo
    com/acme/frostfixture/ReflectionTarget.SxbMIzPaANkCpn()Ljava/lang/String; -> abw
    com/acme/frostfixture/FixtureApp.bGOdiaZ3Xz5gJb()Ljava/lang/String; -> gu
    com/acme/frostfixture/g.closeSession(I)I -> asn
    com/acme/frostfixture/ResourceUser.NuGe6oKZ40X()Ljava/lang/String; -> ahn
    com/acme/frostfixture/NativeBridge.Hq5whtxhXMpbwAJ()Ljava/lang/String; -> wt
    com/acme/frostfixture/AnnotatedEndpoint.Ft8XFEgSs()Ljava/lang/String; -> bg
    com/acme/frostfixture/l.normalizeName(Ljava/util/Collection;)I -> avr
    com/acme/frostfixture/c.normalizeName(Ljava/util/Collection;)I -> aqg
    com/acme/frostfixture/t.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> azj
    com/acme/frostfixture/PluginEntrypoint.pW3X6Lbyn2()Ljava/lang/String; -> zj
    com/acme/frostfixture/GenericBox.zyBS57yQlhG6x4M()Ljava/lang/String; -> ob
    com/acme/frostfixture/PluginEntrypoint.NbXsYV9GvT0wz()Ljava/lang/String; -> yk
    com/acme/frostfixture/ResourceUser.kZcQ2jB7Je7jsK()Ljava/lang/String; -> agk
    com/acme/frostfixture/FlowCases.jkFWbEp38ytS9()Ljava/lang/String; -> jy
    com/acme/frostfixture/AnnotatedEndpoint.wJvKm3Z9g()Ljava/lang/String; -> ag
    com/acme/frostfixture/AnnotatedEndpoint.EGXYpDg6rvu0()Ljava/lang/String; -> h
    com/acme/frostfixture/FlowCases.YalRmkrsk()Ljava/lang/String; -> jq
    com/acme/frostfixture/MbaCases.OCM9NhIIBYV2q()Ljava/lang/String; -> sq
    com/acme/frostfixture/a.mapIdentifier(Ljava/lang/String;)Ljava/lang/String; -> aou
    com/acme/frostfixture/d.closeSession(I)I -> aqy
    com/acme/frostfixture/PluginEntrypoint.fPsvaUZdYD1()Ljava/lang/String; -> ym
    com/acme/frostfixture/FlowCases.QEx495PyUo19VGe()Ljava/lang/String; -> kc
    com/acme/frostfixture/ReflectionTarget.KZ0A7FIRPYNXj()Ljava/lang/String; -> acj
    com/acme/frostfixture/f.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> asd
    com/acme/frostfixture/ApiHidingCases.ekGuITFRQU()Ljava/lang/String; -> dp
    com/acme/frostfixture/v.formatStatus([I)I -> bad
    com/acme/frostfixture/NativeBridge.BfwGoI3utMfSH()Ljava/lang/String; -> xg
    com/acme/frostfixture/ResourceUser.hmrs5k87MN()Ljava/lang/String; -> afj
    com/acme/frostfixture/a.loadCache(I)I -> aod
    com/acme/frostfixture/ReflectionTarget.dSCuPVctx4O()Ljava/lang/String; -> aed
    com/acme/frostfixture/ResourceUser.QFvnpZT4g()Ljava/lang/String; -> aho
    com/acme/frostfixture/e.drainQueue(I)I -> arq
    com/acme/frostfixture/MbaCases.szgC4IAYczo7Lr()Ljava/lang/String; -> ut
    com/acme/frostfixture/j.openSession()V -> avc
    com/acme/frostfixture/LambdaUser.KcaT4VZVtmlL3e()Ljava/lang/String; -> qd
    com/acme/frostfixture/FixtureApp.FJrvSiufX0OL()Ljava/lang/String; -> hk
    com/acme/frostfixture/NativeBridge.FxL8Bwy36HhfQGu()Ljava/lang/String; -> wr
    com/acme/frostfixture/ResourceUser.Nn3n6ebQH()Ljava/lang/String; -> afp
    com/acme/frostfixture/FixtureApp.llplqpLN95TRj()Ljava/lang/String; -> gz
    com/acme/frostfixture/LambdaUser.ccPkmIqlPb()Ljava/lang/String; -> ro
    com/acme/frostfixture/w.mergeOptions(J)J -> ban
    com/acme/frostfixture/ReflectionTarget.bWnIQ4HSinjh()Ljava/lang/String; -> ael
    com/acme/frostfixture/ResourceUser.mdctwJhDjsvyA5B()Ljava/lang/String; -> afx
    com/acme/frostfixture/l.formatStatus([I)I -> avm
    com/acme/frostfixture/ResourceUser.Qx27KmQTjon4c2()Ljava/lang/String; -> aff
    com/acme/frostfixture/FixtureApp.UQYi1h8DJvsU()Ljava/lang/String; -> ga
    com/acme/frostfixture/ResourceUser.WpHzbiH9elwDEr()Ljava/lang/String; -> afe
    com/acme/frostfixture/TracePrinter.rkTD8DCLf4CUJM()Ljava/lang/String; -> anl
    com/acme/frostfixture/ResourceUser.b6swThamoa()Ljava/lang/String; -> agi
    com/acme/frostfixture/v.validateState(Ljava/util/Collection;)I -> baa
    com/acme/frostfixture/PluginEntrypoint.KCXnC468tE8cfV()Ljava/lang/String; -> zc
    com/acme/frostfixture/ResourceUser.G21etgUAjPZR(Ljava/lang/String;I)Ljava/lang/String; -> aex
    com/acme/frostfixture/NativeBridge.EI0u13MfHc9()Ljava/lang/String; -> wb
    com/acme/frostfixture/FixtureApp.ed9UveXKjM3i2()Ljava/lang/String; -> gx
    com/acme/frostfixture/TracePrinter.Uf7vFgnDS5PL()Ljava/lang/String; -> ama
    com/acme/frostfixture/TracePrinter.TGW5l7svjzql()Ljava/lang/String; -> anb
    com/acme/frostfixture/ApiHidingCases.e8dLYUGgE()Ljava/lang/String; -> em
    com/acme/frostfixture/v.normalizeName(Ljava/util/Collection;)I -> bai
    com/acme/frostfixture/FixtureApp.mW5WoymKH()Ljava/lang/String; -> gg
    com/acme/frostfixture/b.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> apn
    com/acme/frostfixture/ReflectionTarget.xq37pX8MgS()Ljava/lang/String; -> acs
    com/acme/frostfixture/FixtureApp.SpRWspDDQAN()Ljava/lang/String; -> ik
    com/acme/frostfixture/ResourceUser.grgaNBHyOrqW()Ljava/lang/String; -> ahc
    com/acme/frostfixture/s.isReady(Ljava/util/Map;)Ljava/util/Map; -> ayj
    com/acme/frostfixture/ReflectionTarget.wFy6WjOLjh()Ljava/lang/String; -> ada
    com/acme/frostfixture/e.applyDefaults(J)J -> arm
    com/acme/frostfixture/a.drainQueue(I)I -> aot
    com/acme/frostfixture/w.calculateChecksum(Ljava/lang/String;)Z -> bat
    com/acme/frostfixture/PluginEntrypoint.GpY6spkA23ShVqF()Ljava/lang/String; -> aat
    com/acme/frostfixture/ResourceUser.TWYHtLvSwxcqZd()Ljava/lang/String; -> ahh
    com/acme/frostfixture/u.loadCache(I)I -> azk
    com/acme/frostfixture/x.saveCache(Ljava/lang/String;)Ljava/lang/String; -> bba
    com/acme/frostfixture/FlowCases.FWYLZsENm()Ljava/lang/String; -> jg
    com/acme/frostfixture/FlowCases.zYPfrxl9cMxQF()Ljava/lang/String; -> jm
    com/acme/frostfixture/ApiHidingCases.GWekp7k53xcTW()Ljava/lang/String; -> ct
    com/acme/frostfixture/ApiHidingCases.BBvfyy9UGF()Ljava/lang/String; -> dd
    com/acme/frostfixture/w.closeSession(I)I -> bar
    com/acme/frostfixture/FixtureApp.ZKh3N6bya5Vwd()Ljava/lang/String; -> fv
    com/acme/frostfixture/FixtureApp.inlineCandidate()I -> fo
    com/acme/frostfixture/ApiHidingCases.CpLiwh0d8E()Ljava/lang/String; -> cy
    com/acme/frostfixture/GenericBox.A9iiAqgzBG()Ljava/lang/String; -> nl
    com/acme/frostfixture/f.mergeOptions(J)J -> ary
    com/acme/frostfixture/k.saveCache(Ljava/lang/String;)Ljava/lang/String; -> ave
    com/acme/frostfixture/PluginEntrypoint.RolR8yYgmkKwL()Ljava/lang/String; -> zw
    com/acme/frostfixture/AnnotatedEndpoint.ozb0FXRTghI()Ljava/lang/String; -> ca
    com/acme/frostfixture/v.loadCache(I)I -> azx
    com/acme/frostfixture/u.validateState(Ljava/util/Collection;)I -> azn
    com/acme/frostfixture/AnnotatedEndpoint.bXn0xIyNj()Ljava/lang/String; -> as
    com/acme/frostfixture/ReflectionTarget.Ke1jMlGbhUMd()Ljava/lang/String; -> aeh
    com/acme/frostfixture/PluginEntrypoint.yim451dJh()Ljava/lang/String; -> ye
    com/acme/frostfixture/FixtureApp.HWDV9RgzEUmVw()Ljava/lang/String; -> hd
    com/acme/frostfixture/LambdaUser.ZTaVv0AXyF()Ljava/lang/String; -> qo
    com/acme/frostfixture/LambdaUser.bbkhfe5GqI()Ljava/lang/String; -> rr
    com/acme/frostfixture/LambdaUser.twPjx5y0d5I()Ljava/lang/String; -> pw
    com/acme/frostfixture/NativeBridge.UWQ2QFY04MtF2()Ljava/lang/String; -> wa
    com/acme/frostfixture/TracePrinter.ia9dOL6W03abk()Ljava/lang/String; -> amb
    com/acme/frostfixture/AnnotatedEndpoint.AqQm33PQKjLq()Ljava/lang/String; -> f
    com/acme/frostfixture/FixtureApp.AxyZmysgbh3ql()Ljava/lang/String; -> if
    com/acme/frostfixture/TracePrinter.Nlv6zFjWt4JLEjk()Ljava/lang/String; -> amm
    com/acme/frostfixture/i.isReady(Ljava/util/Map;)Ljava/util/Map; -> aty
    com/acme/frostfixture/n.formatStatus([I)I -> awh
    com/acme/frostfixture/AnnotatedEndpoint.yPxpihQlnfR4oxY()Ljava/lang/String; -> at
    com/acme/frostfixture/u.normalizeName(Ljava/util/Collection;)I -> azv
    com/acme/frostfixture/NativeBridge.J6tlCiC6pY()Ljava/lang/String; -> ws
    com/acme/frostfixture/GenericBox.CuErzOaIuPgN()Ljava/lang/String; -> nw
    com/acme/frostfixture/MbaCases.h2tqSHDEdb2A()Ljava/lang/String; -> tw
    com/acme/frostfixture/PluginEntrypoint.GW6WcAylUG()Ljava/lang/String; -> aac
    com/acme/frostfixture/ApiHidingCases.ZJdYOXZU3u9nkf()Ljava/lang/String; -> ds
    com/acme/frostfixture/FlowCases.gB266HVxnvjL()Ljava/lang/String; -> jp
    jdk/jfr/internal/instrument/JIInstrumentationTarget.value()Ljava/lang/String; -> is
    com/acme/frostfixture/GenericBox.h0uuuaF597W9r()Ljava/lang/String; -> nu
    com/acme/frostfixture/b.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> aph
    com/acme/frostfixture/ServiceImpl.U1drnwCnEah()Ljava/lang/String; -> aji
    com/acme/frostfixture/FlowCases.EE6cIZ02es()Ljava/lang/String; -> ja
    com/acme/frostfixture/PluginEntrypoint.ytxDi7ZgAi4()Ljava/lang/String; -> zb
    com/acme/frostfixture/ServiceImpl.Dlpdp6qEE4421h()Ljava/lang/String; -> akv
    com/acme/frostfixture/FlowCases.cDS4oyNUtvfPUBi(Ljava/lang/String;I)Ljava/lang/String; -> iv
    com/acme/frostfixture/NativeBridge.S84MLLXCoTAajyQ()Ljava/lang/String; -> wz
    com/acme/frostfixture/LambdaUser.vhBE7BPdN()Ljava/lang/String; -> rn
    com/acme/frostfixture/ServiceImpl.i9Dq4BX3mOrC()Ljava/lang/String; -> ajj
    com/acme/frostfixture/ServiceImpl.XLaXFFEzXSy()Ljava/lang/String; -> aii
    com/acme/frostfixture/ApiHidingCases.W7um3jpNoGik3t()Ljava/lang/String; -> cp
    com/acme/frostfixture/GenericBox.c2M1bIoQ059I()Ljava/lang/String; -> mg
    com/acme/frostfixture/FixtureApp.EB2LFlVl3K3()Ljava/lang/String; -> gc
    com/acme/frostfixture/p.validateState(Ljava/util/Collection;)I -> awy
    com/acme/frostfixture/FixtureApp.GSlGB8Fvo()Ljava/lang/String; -> ft
    com/acme/frostfixture/PluginEntrypoint.iCNLudB56q7euP()Ljava/lang/String; -> ze
    com/acme/frostfixture/l.validateState(Ljava/util/Collection;)I -> avj
    com/acme/frostfixture/t.closeSession(I)I -> azi
    com/acme/frostfixture/t.isReady(Ljava/util/Map;)Ljava/util/Map; -> azh
    com/acme/frostfixture/LambdaUser.BcDZ7IKXJQNA2()Ljava/lang/String; -> rb
    com/acme/frostfixture/f.formatStatus([I)I -> asa
    com/acme/frostfixture/h.validateState(Ljava/util/Collection;)I -> ata
    com/acme/frostfixture/TracePrinter.T5Q4mrEtHRhg1V()Ljava/lang/String; -> alx
    com/acme/frostfixture/ResourceUser.WxW0ZRZXvc7EK()Ljava/lang/String; -> agg
    com/acme/frostfixture/FlowCases.PyxCJvmcg()Ljava/lang/String; -> kt
    com/acme/frostfixture/AnnotatedEndpoint.uaiATD41q0X4NV()Ljava/lang/String; -> ar
    com/acme/frostfixture/c.resetState()V -> aqi
    com/acme/frostfixture/ServiceImpl.x7ko7iIETHPEGG()Ljava/lang/String; -> ajd
    com/acme/frostfixture/LambdaUser.yST6b8Y980ceMFq()Ljava/lang/String; -> ru
    com/acme/frostfixture/d.validateState(Ljava/util/Collection;)I -> aqt
    com/acme/frostfixture/TracePrinter.oHk7Ne1MXY()Ljava/lang/String; -> ann
    com/acme/frostfixture/n.saveCache(Ljava/lang/String;)Ljava/lang/String; -> awc
    com/acme/frostfixture/FixtureApp.ObTLEOTWwZ()Ljava/lang/String; -> go
    com/acme/frostfixture/TracePrinter.XwQzeHpinVoCp6Y()Ljava/lang/String; -> amg
    com/acme/frostfixture/ServiceImpl.o7ypRxKtGo()Ljava/lang/String; -> aiu
    com/acme/frostfixture/TracePrinter.J1cV3OtY8sfi4B()Ljava/lang/String; -> amf
    com/acme/frostfixture/AnnotatedEndpoint.rdESlUO8SFhL()Ljava/lang/String; -> ah
    com/acme/frostfixture/s.commitChanges(Ljava/lang/String;)Z -> ayu
    com/acme/frostfixture/c.resolveContext(Ljava/lang/String;)Z -> apx
    com/acme/frostfixture/ReflectionTarget.cDcVQ7Yyo3UGbj()Ljava/lang/String; -> aco
    com/acme/frostfixture/a.saveCache(Ljava/lang/String;)Ljava/lang/String; -> aoe
    com/acme/frostfixture/ReflectionTarget.FLbLBLvzIKlKq()Ljava/lang/String; -> adp
    com/acme/frostfixture/v.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> bag
    com/acme/frostfixture/NativeBridge.YXy3ZhSBJ()Ljava/lang/String; -> wc
    com/acme/frostfixture/LambdaUser.H2lw8sr2QF2R2z()Ljava/lang/String; -> rs
    com/acme/frostfixture/PluginEntrypoint.mx2LkAcfEdNF()Ljava/lang/String; -> abh
    com/acme/frostfixture/FlowCases.vVSlGnlWO5U()Ljava/lang/String; -> la
    com/acme/frostfixture/v.calculateChecksum(Ljava/lang/String;)Z -> bah
    com/acme/frostfixture/LambdaUser.rsuW3EHSxL()Ljava/lang/String; -> po
    com/acme/frostfixture/GenericBox.jhwhs80EAp5()Ljava/lang/String; -> nd
    com/acme/frostfixture/ApiHidingCases.W2JFkJP44e26AA()Ljava/lang/String; -> dg
    com/acme/frostfixture/ServiceImpl.SpZRHqr4RL()Ljava/lang/String; -> ajt
    com/acme/frostfixture/FlowCases.yZ5sQ9QVrWG9Rk()Ljava/lang/String; -> kg
    com/acme/frostfixture/FlowCases.MxzxurBnFOM0()Ljava/lang/String; -> ll
    com/acme/frostfixture/NativeBridge.SyDT5YQGpJ()Ljava/lang/String; -> xk
    com/acme/frostfixture/ReflectionTarget.bJKi4Ct0L()Ljava/lang/String; -> aes
    com/acme/frostfixture/TracePrinter.fIvvXVnKw()Ljava/lang/String; -> ami
    com/acme/frostfixture/s.writeProperty(J)J -> ayw
    com/acme/frostfixture/AnnotatedEndpoint.MacTUQygT()Ljava/lang/String; -> bl
    com/acme/frostfixture/FlowCases.KtSFXfjc4AU()Ljava/lang/String; -> lo
    com/acme/frostfixture/GenericBox.JPh89mYpn5()Ljava/lang/String; -> ol
    com/acme/frostfixture/ReflectionTarget.IQrvgwOzBnqsVSs()Ljava/lang/String; -> adm
    com/acme/frostfixture/ServiceImpl.hDh6iKXOCBFejo()Ljava/lang/String; -> ais
    com/acme/frostfixture/GenericBox.KHDuBHzaynpwX5q()Ljava/lang/String; -> mz
    com/acme/frostfixture/PluginEntrypoint.hT2lxvcnT()Ljava/lang/String; -> aam
    com/acme/frostfixture/GenericBox.NtE1uplHo6n()Ljava/lang/String; -> mh
    com/acme/frostfixture/LambdaUser.r7ZdUVujOfNc3vA()Ljava/lang/String; -> rf
    com/acme/frostfixture/ResourceUser.jG2M5HYcFsw3Kj()Ljava/lang/String; -> ahx
    com/acme/frostfixture/ReflectionTarget.yuNLBA23k()Ljava/lang/String; -> aeq
    com/acme/frostfixture/FlowCases.de2UjJeEu()Ljava/lang/String; -> js
    com/acme/frostfixture/FixtureApp.EIPp3jOau3()Ljava/lang/String; -> gm
    com/acme/frostfixture/m.validateState(Ljava/util/Collection;)I -> avy
    com/acme/frostfixture/g.drainQueue(I)I -> asv
    com/acme/frostfixture/ServiceImpl.DqZcDfqHV()Ljava/lang/String; -> akj
    com/acme/frostfixture/t.formatStatus([I)I -> azg
    com/acme/frostfixture/GenericBox.qPIyXo0sYw()Ljava/lang/String; -> mk
    com/acme/frostfixture/PluginEntrypoint.sWT7OEfO9MOde()Ljava/lang/String; -> aba
    com/acme/frostfixture/n.closeSession(I)I -> awj
    com/acme/frostfixture/ApiHidingCases.q4bhTbc9OBu()Ljava/lang/String; -> ew
    com/acme/frostfixture/n.calculateChecksum(Ljava/lang/String;)Z -> awl
    com/acme/frostfixture/ServiceImpl.xcUYddXsnojeQ()Ljava/lang/String; -> aku
    com/acme/frostfixture/NativeBridge.fcuzNFJUcs1Duf()Ljava/lang/String; -> wj
    com/acme/frostfixture/c.validateState(Ljava/util/Collection;)I -> apy
    com/acme/frostfixture/g.validateState(Ljava/util/Collection;)I -> asi
    com/acme/frostfixture/ServiceImpl.ANxHBuV0IxkfX1K()Ljava/lang/String; -> ajx
    com/acme/frostfixture/a.resetState()V -> aoq
    com/acme/frostfixture/q.closeSession(I)I -> axp
    com/acme/frostfixture/r.calculateChecksum(Ljava/lang/String;)Z -> ayb
    com/acme/frostfixture/h.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> atg
    com/acme/frostfixture/ServiceImpl.uRawVbAjFLZ()Ljava/lang/String; -> aip
    com/acme/frostfixture/AnnotatedEndpoint.dndrdPps3N()Ljava/lang/String; -> am
    com/acme/frostfixture/ApiHidingCases.WwL4mr91A1eKk()Ljava/lang/String; -> dh
    com/acme/frostfixture/StringSplittingCases.runtimeValue(Z)Ljava/lang/String; -> ald
    com/acme/frostfixture/FlowCases.suPMPqSOHRWsMT()Ljava/lang/String; -> ld
    com/acme/frostfixture/FlowCases.PYf6qTFXF()Ljava/lang/String; -> jz
    com/acme/frostfixture/MbaCases.MnjBps82MoFubNE()Ljava/lang/String; -> ty
    com/acme/frostfixture/b.resetState()V -> apl
    com/acme/frostfixture/PluginEntrypoint.qF3ntPziJ()Ljava/lang/String; -> yl
    com/acme/frostfixture/j.isReady(Ljava/util/Map;)Ljava/util/Map; -> auo
    com/acme/frostfixture/FlowCases.KmwjLsQ8z()Ljava/lang/String; -> kp
    com/acme/frostfixture/ServiceImpl.aCk0wCXxnkfMA()Ljava/lang/String; -> akw
    com/acme/frostfixture/i.calculateChecksum(Ljava/lang/String;)Z -> aub
    com/acme/frostfixture/MbaCases.qXh7hrYdk()Ljava/lang/String; -> sr
    com/acme/frostfixture/e.mapIdentifier(Ljava/lang/String;)Ljava/lang/String; -> arr
    com/acme/frostfixture/PluginEntrypoint.LNqOSJPRB()Ljava/lang/String; -> yx
    com/acme/frostfixture/e.calculateChecksum(Ljava/lang/String;)Z -> ark
    com/acme/frostfixture/FixtureApp.UBzRdq9qvnVEGd()Ljava/lang/String; -> ic
    com/acme/frostfixture/PluginEntrypoint.BLd4rbmZ87Fmk3k()Ljava/lang/String; -> ys
    com/acme/frostfixture/h.calculateChecksum(Ljava/lang/String;)Z -> ath
    com/acme/frostfixture/LambdaUser.QFzZfpcVQiOGv()Ljava/lang/String; -> re
    com/acme/frostfixture/AnnotatedEndpoint.OGAxuqoD7fFVP0()Ljava/lang/String; -> cf
    com/acme/frostfixture/FixtureApp.xJZiKFXx6HITad(Ljava/lang/String;I)Ljava/lang/String; -> fu
    com/acme/frostfixture/PluginEntrypoint.psWmUxGb4g43u6()Ljava/lang/String; -> zz
    com/acme/frostfixture/FixtureApp.XZbcaXj1i4l()Ljava/lang/String; -> hf
    com/acme/frostfixture/FixtureApp.c1spHNhtmiVmmOa()Ljava/lang/String; -> ia
    com/acme/frostfixture/x.loadCache(I)I -> baz
    com/acme/frostfixture/ServiceImpl.Bia6pHPF0()Ljava/lang/String; -> ajv
    com/acme/frostfixture/MbaCases.rJnPsTWNQ()Ljava/lang/String; -> uq
    com/acme/frostfixture/v.mergeOptions(J)J -> bab
    com/acme/frostfixture/PluginEntrypoint.weFT2V9VTV3()Ljava/lang/String; -> aaz
    com/acme/frostfixture/ReflectionTarget.pCsxKpIe8tvt4()Ljava/lang/String; -> ady
    com/acme/frostfixture/d.mergeOptions(J)J -> aqu
    com/acme/frostfixture/i.saveCache(Ljava/lang/String;)Ljava/lang/String; -> ats
    com/acme/frostfixture/LambdaUser.Axyw5BopUwGm()Ljava/lang/String; -> rp
    com/acme/frostfixture/TracePrinter.kI0cNFL7Q()Ljava/lang/String; -> anw
    com/acme/frostfixture/n.loadCache(I)I -> awb
    jdk/internal/vm/annotation/Contended.value()Ljava/lang/String; -> is
    com/acme/frostfixture/ServiceImpl.HTj2LUJ6uCzvDW()Ljava/lang/String; -> air
    com/acme/frostfixture/s.calculateChecksum(Ljava/lang/String;)Z -> aym
    com/acme/frostfixture/PluginEntrypoint.uMu5nSz8N73whN()Ljava/lang/String; -> yh
    com/acme/frostfixture/AnnotatedEndpoint.VStfyUR9AG2I(Ljava/lang/String;I)Ljava/lang/String; -> b
    com/acme/frostfixture/TracePrinter.GDgxzRHwNgy1IC()Ljava/lang/String; -> amh
    com/acme/frostfixture/b.normalizeName(Ljava/util/Collection;)I -> apj
    com/acme/frostfixture/MbaCases.j4klTRbmdz()Ljava/lang/String; -> tj
    com/acme/frostfixture/ResourceUser.sXXaiJth2hM()Ljava/lang/String; -> ahf
    com/acme/frostfixture/NativeBridge.HoYbCabcC5HsFvt()Ljava/lang/String; -> vd
    com/acme/frostfixture/ReflectionTarget.jXL6ajAleCkIU()Ljava/lang/String; -> adu
    com/acme/frostfixture/TracePrinter.YbGZrneYXHks7()Ljava/lang/String; -> amo
    com/acme/frostfixture/FlowCases.QK5VeIxNFFJ7XXT()Ljava/lang/String; -> lh
    com/acme/frostfixture/PluginEntrypoint.qPIMlWIKrYCoGF()Ljava/lang/String; -> yb
    com/acme/frostfixture/FlowCases.Y9oO25EpPaobwWw()Ljava/lang/String; -> iz
    com/acme/frostfixture/GenericBox.S212RsuUpGEk()Ljava/lang/String; -> os
    com/acme/frostfixture/x.drainQueue(I)I -> bbp
    com/acme/frostfixture/FlowCases.WCujC9nUsBManN()Ljava/lang/String; -> ix
    com/acme/frostfixture/FlowCases.KShkOtwHxQ228R()Ljava/lang/String; -> lu
    com/acme/frostfixture/d.loadCache(I)I -> aqq
    com/acme/frostfixture/LambdaUser.U7FpEJJwyp()Ljava/lang/String; -> pe
    com/acme/frostfixture/GenericBox.hVmYZD7rs3WcDD7()Ljava/lang/String; -> mq
    com/acme/frostfixture/ResourceUser.cELxczyBhIGhx()Ljava/lang/String; -> aia
    com/acme/frostfixture/LambdaUser.pgJqoMC3Ff()Ljava/lang/String; -> pt
    com/acme/frostfixture/ApiHidingCases.eIyR93XUrsCy()Ljava/lang/String; -> dn
    com/acme/frostfixture/FixtureApp.sarNf4cFy()Ljava/lang/String; -> ig
